02/06/2024 02:13:01 PM::INFO:LOGGER FOR INFO AND WARNINGS IN ASSIGNMENT 6 - CONSUMER
02/06/2024 02:13:01 PM::INFO:successfully connected to postgre server
02/06/2024 02:13:01 PM::INFO:Created Database successfully
02/06/2024 02:13:01 PM::INFO:Successfully connected to assg6 database
02/06/2024 02:13:01 PM::INFO:winnipeg_weather_app table created successfully
02/06/2024 02:13:01 PM::INFO:vancouver_weather_app table created successfully
02/06/2024 02:13:01 PM::INFO:<BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv4 ('127.0.0.1', 9092)]>: connecting to localhost:9092 [('127.0.0.1', 9092) IPv4]
02/06/2024 02:13:01 PM::INFO:Probing node bootstrap-0 broker version
02/06/2024 02:13:01 PM::INFO:<BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv4 ('127.0.0.1', 9092)]>: Connection complete.
02/06/2024 02:13:01 PM::INFO:Broker version identified as 2.5.0
02/06/2024 02:13:01 PM::INFO:Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
02/06/2024 02:13:01 PM::WARNING:group_id is None: disabling auto-commit.
02/06/2024 02:13:01 PM::INFO:Updating subscribed topics to: ('weather_app',)
02/06/2024 02:13:01 PM::INFO:Updated partition assignment: [TopicPartition(topic='weather_app', partition=0)]
02/06/2024 02:13:01 PM::INFO:<BrokerConnection node_id=0 host=ay-virtual-machine:9092 <connecting> [IPv4 ('127.0.1.1', 9092)]>: connecting to ay-virtual-machine:9092 [('127.0.1.1', 9092) IPv4]
02/06/2024 02:13:01 PM::INFO:<BrokerConnection node_id=0 host=ay-virtual-machine:9092 <connecting> [IPv4 ('127.0.1.1', 9092)]>: Connection complete.
02/06/2024 02:13:01 PM::INFO:<BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connected> [IPv4 ('127.0.0.1', 9092)]>: Closing connection. 
02/06/2024 02:13:02 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -10, 'wind_speed': 22, 'humidity': 73} to database successfully
02/06/2024 02:14:51 PM::INFO:loaded {'city': 'Vancouver', 'temp': 6, 'wind_speed': 7, 'humidity': 55} to database successfully
02/06/2024 02:14:56 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 26, 'wind_speed': 8, 'humidity': 59} to database successfully
02/06/2024 02:14:56 PM::INFO:loaded {'city': 'Vancouver', 'temp': 2, 'wind_speed': 7, 'humidity': 37} to database successfully
02/06/2024 02:15:01 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 12, 'wind_speed': 14, 'humidity': 68} to database successfully
02/06/2024 02:15:01 PM::INFO:loaded {'city': 'Vancouver', 'temp': -1, 'wind_speed': 15, 'humidity': 50} to database successfully
02/06/2024 02:15:06 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -22, 'wind_speed': 40, 'humidity': 49} to database successfully
02/06/2024 02:15:06 PM::INFO:loaded {'city': 'Vancouver', 'temp': -3, 'wind_speed': 4, 'humidity': 78} to database successfully
02/06/2024 02:15:11 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 26, 'wind_speed': 2, 'humidity': 62} to database successfully
02/06/2024 02:15:11 PM::INFO:loaded {'city': 'Vancouver', 'temp': 9, 'wind_speed': 4, 'humidity': 94} to database successfully
02/06/2024 02:15:16 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -29, 'wind_speed': 23, 'humidity': 49} to database successfully
02/06/2024 02:15:16 PM::INFO:loaded {'city': 'Vancouver', 'temp': 10, 'wind_speed': 19, 'humidity': 89} to database successfully
02/06/2024 02:15:21 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -24, 'wind_speed': 7, 'humidity': 52} to database successfully
02/06/2024 02:15:21 PM::INFO:loaded {'city': 'Vancouver', 'temp': 8, 'wind_speed': 27, 'humidity': 91} to database successfully
02/06/2024 02:15:26 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -13, 'wind_speed': 44, 'humidity': 35} to database successfully
02/06/2024 02:15:26 PM::INFO:loaded {'city': 'Vancouver', 'temp': -6, 'wind_speed': 12, 'humidity': 31} to database successfully
02/06/2024 02:15:31 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 29, 'wind_speed': 16, 'humidity': 65} to database successfully
02/06/2024 02:15:31 PM::INFO:loaded {'city': 'Vancouver', 'temp': -2, 'wind_speed': 8, 'humidity': 99} to database successfully
02/06/2024 02:15:36 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 18, 'wind_speed': 38, 'humidity': 70} to database successfully
02/06/2024 02:15:36 PM::INFO:loaded {'city': 'Vancouver', 'temp': 1, 'wind_speed': 30, 'humidity': 41} to database successfully
02/06/2024 02:15:41 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -6, 'wind_speed': 21, 'humidity': 73} to database successfully
02/06/2024 02:15:41 PM::INFO:loaded {'city': 'Vancouver', 'temp': 12, 'wind_speed': 25, 'humidity': 31} to database successfully
02/06/2024 02:15:46 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 13, 'wind_speed': 19, 'humidity': 57} to database successfully
02/06/2024 02:15:46 PM::INFO:loaded {'city': 'Vancouver', 'temp': -2, 'wind_speed': 1, 'humidity': 46} to database successfully
02/06/2024 02:15:51 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -26, 'wind_speed': 26, 'humidity': 31} to database successfully
02/06/2024 02:15:51 PM::INFO:loaded {'city': 'Vancouver', 'temp': -2, 'wind_speed': 21, 'humidity': 48} to database successfully
02/06/2024 02:15:56 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 21, 'wind_speed': 1, 'humidity': 78} to database successfully
02/06/2024 02:15:56 PM::INFO:loaded {'city': 'Vancouver', 'temp': 5, 'wind_speed': 1, 'humidity': 61} to database successfully
02/06/2024 02:16:01 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -3, 'wind_speed': 7, 'humidity': 43} to database successfully
02/06/2024 02:16:01 PM::INFO:loaded {'city': 'Vancouver', 'temp': -9, 'wind_speed': 11, 'humidity': 79} to database successfully
02/06/2024 02:16:06 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 5, 'wind_speed': 38, 'humidity': 36} to database successfully
02/06/2024 02:16:06 PM::INFO:loaded {'city': 'Vancouver', 'temp': -7, 'wind_speed': 0, 'humidity': 95} to database successfully
02/06/2024 02:16:11 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -6, 'wind_speed': 1, 'humidity': 31} to database successfully
02/06/2024 02:16:11 PM::INFO:loaded {'city': 'Vancouver', 'temp': -3, 'wind_speed': 5, 'humidity': 50} to database successfully
02/06/2024 02:16:16 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 24, 'wind_speed': 6, 'humidity': 23} to database successfully
02/06/2024 02:16:16 PM::INFO:loaded {'city': 'Vancouver', 'temp': -7, 'wind_speed': 26, 'humidity': 57} to database successfully
02/06/2024 02:16:21 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 1, 'wind_speed': 40, 'humidity': 65} to database successfully
02/06/2024 02:16:21 PM::INFO:loaded {'city': 'Vancouver', 'temp': 11, 'wind_speed': 15, 'humidity': 45} to database successfully
02/06/2024 02:16:26 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -1, 'wind_speed': 29, 'humidity': 58} to database successfully
02/06/2024 02:16:26 PM::INFO:loaded {'city': 'Vancouver', 'temp': 14, 'wind_speed': 29, 'humidity': 70} to database successfully
02/06/2024 02:16:31 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -7, 'wind_speed': 4, 'humidity': 76} to database successfully
02/06/2024 02:16:31 PM::INFO:loaded {'city': 'Vancouver', 'temp': 5, 'wind_speed': 0, 'humidity': 98} to database successfully
02/06/2024 02:16:36 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 30, 'wind_speed': 20, 'humidity': 57} to database successfully
02/06/2024 02:16:36 PM::INFO:loaded {'city': 'Vancouver', 'temp': 11, 'wind_speed': 22, 'humidity': 76} to database successfully
02/06/2024 02:16:41 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -7, 'wind_speed': 21, 'humidity': 38} to database successfully
02/06/2024 02:16:41 PM::INFO:loaded {'city': 'Vancouver', 'temp': 15, 'wind_speed': 22, 'humidity': 53} to database successfully
02/06/2024 02:16:46 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -19, 'wind_speed': 41, 'humidity': 42} to database successfully
02/06/2024 02:16:46 PM::INFO:loaded {'city': 'Vancouver', 'temp': 23, 'wind_speed': 17, 'humidity': 58} to database successfully
02/06/2024 02:16:51 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 29, 'wind_speed': 33, 'humidity': 62} to database successfully
02/06/2024 02:16:51 PM::INFO:loaded {'city': 'Vancouver', 'temp': 23, 'wind_speed': 14, 'humidity': 31} to database successfully
02/06/2024 02:16:56 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 4, 'wind_speed': 6, 'humidity': 62} to database successfully
02/06/2024 02:16:56 PM::INFO:loaded {'city': 'Vancouver', 'temp': 19, 'wind_speed': 25, 'humidity': 52} to database successfully
02/06/2024 02:17:01 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -5, 'wind_speed': 40, 'humidity': 33} to database successfully
02/06/2024 02:17:01 PM::INFO:loaded {'city': 'Vancouver', 'temp': 12, 'wind_speed': 18, 'humidity': 99} to database successfully
02/06/2024 02:17:06 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 22, 'wind_speed': 23, 'humidity': 20} to database successfully
02/06/2024 02:17:06 PM::INFO:loaded {'city': 'Vancouver', 'temp': 8, 'wind_speed': 9, 'humidity': 77} to database successfully
02/06/2024 02:17:11 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -17, 'wind_speed': 15, 'humidity': 24} to database successfully
02/06/2024 02:17:11 PM::INFO:loaded {'city': 'Vancouver', 'temp': 3, 'wind_speed': 25, 'humidity': 86} to database successfully
02/06/2024 02:17:16 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -24, 'wind_speed': 2, 'humidity': 28} to database successfully
02/06/2024 02:17:16 PM::INFO:loaded {'city': 'Vancouver', 'temp': 3, 'wind_speed': 23, 'humidity': 42} to database successfully
02/06/2024 02:17:21 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -23, 'wind_speed': 10, 'humidity': 44} to database successfully
02/06/2024 02:17:21 PM::INFO:loaded {'city': 'Vancouver', 'temp': 1, 'wind_speed': 6, 'humidity': 65} to database successfully
02/06/2024 02:17:26 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 27, 'wind_speed': 26, 'humidity': 20} to database successfully
02/06/2024 02:17:26 PM::INFO:loaded {'city': 'Vancouver', 'temp': -1, 'wind_speed': 17, 'humidity': 54} to database successfully
02/06/2024 02:17:31 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -30, 'wind_speed': 29, 'humidity': 43} to database successfully
02/06/2024 02:17:31 PM::INFO:loaded {'city': 'Vancouver', 'temp': -4, 'wind_speed': 21, 'humidity': 38} to database successfully
02/06/2024 02:17:36 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 1, 'wind_speed': 23, 'humidity': 49} to database successfully
02/06/2024 02:17:36 PM::INFO:loaded {'city': 'Vancouver', 'temp': 11, 'wind_speed': 17, 'humidity': 95} to database successfully
02/06/2024 02:17:41 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -11, 'wind_speed': 15, 'humidity': 22} to database successfully
02/06/2024 02:17:41 PM::INFO:loaded {'city': 'Vancouver', 'temp': 13, 'wind_speed': 5, 'humidity': 68} to database successfully
02/06/2024 02:17:46 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -9, 'wind_speed': 26, 'humidity': 26} to database successfully
02/06/2024 02:17:46 PM::INFO:loaded {'city': 'Vancouver', 'temp': 11, 'wind_speed': 11, 'humidity': 66} to database successfully
02/06/2024 02:17:51 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 15, 'wind_speed': 29, 'humidity': 38} to database successfully
02/06/2024 02:17:51 PM::INFO:loaded {'city': 'Vancouver', 'temp': 25, 'wind_speed': 6, 'humidity': 30} to database successfully
02/06/2024 02:17:56 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 29, 'wind_speed': 50, 'humidity': 63} to database successfully
02/06/2024 02:17:56 PM::INFO:loaded {'city': 'Vancouver', 'temp': -6, 'wind_speed': 5, 'humidity': 73} to database successfully
02/06/2024 02:18:01 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 4, 'wind_speed': 48, 'humidity': 55} to database successfully
02/06/2024 02:18:01 PM::INFO:loaded {'city': 'Vancouver', 'temp': 13, 'wind_speed': 30, 'humidity': 44} to database successfully
02/06/2024 02:18:06 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -2, 'wind_speed': 3, 'humidity': 54} to database successfully
02/06/2024 02:18:06 PM::INFO:loaded {'city': 'Vancouver', 'temp': -2, 'wind_speed': 14, 'humidity': 78} to database successfully
02/06/2024 02:18:11 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 29, 'wind_speed': 13, 'humidity': 37} to database successfully
02/06/2024 02:18:11 PM::INFO:loaded {'city': 'Vancouver', 'temp': 23, 'wind_speed': 13, 'humidity': 72} to database successfully
02/06/2024 02:18:16 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 3, 'wind_speed': 38, 'humidity': 38} to database successfully
02/06/2024 02:18:16 PM::INFO:loaded {'city': 'Vancouver', 'temp': 8, 'wind_speed': 29, 'humidity': 36} to database successfully
02/06/2024 02:18:21 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 0, 'wind_speed': 22, 'humidity': 23} to database successfully
02/06/2024 02:18:21 PM::INFO:loaded {'city': 'Vancouver', 'temp': 7, 'wind_speed': 9, 'humidity': 82} to database successfully
02/06/2024 02:18:26 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -20, 'wind_speed': 43, 'humidity': 62} to database successfully
02/06/2024 02:18:26 PM::INFO:loaded {'city': 'Vancouver', 'temp': -1, 'wind_speed': 17, 'humidity': 78} to database successfully
02/06/2024 02:18:31 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 16, 'wind_speed': 38, 'humidity': 31} to database successfully
02/06/2024 02:18:31 PM::INFO:loaded {'city': 'Vancouver', 'temp': 1, 'wind_speed': 15, 'humidity': 70} to database successfully
02/06/2024 02:18:36 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -25, 'wind_speed': 22, 'humidity': 20} to database successfully
02/06/2024 02:18:36 PM::INFO:loaded {'city': 'Vancouver', 'temp': 14, 'wind_speed': 11, 'humidity': 79} to database successfully
02/06/2024 02:18:41 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -5, 'wind_speed': 49, 'humidity': 76} to database successfully
02/06/2024 02:18:41 PM::INFO:loaded {'city': 'Vancouver', 'temp': 0, 'wind_speed': 14, 'humidity': 69} to database successfully
02/06/2024 02:18:46 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 1, 'wind_speed': 48, 'humidity': 66} to database successfully
02/06/2024 02:18:46 PM::INFO:loaded {'city': 'Vancouver', 'temp': -10, 'wind_speed': 27, 'humidity': 48} to database successfully
02/06/2024 02:18:51 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -5, 'wind_speed': 23, 'humidity': 20} to database successfully
02/06/2024 02:18:51 PM::INFO:loaded {'city': 'Vancouver', 'temp': -4, 'wind_speed': 12, 'humidity': 76} to database successfully
02/06/2024 02:18:56 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 27, 'wind_speed': 38, 'humidity': 58} to database successfully
02/06/2024 02:18:56 PM::INFO:loaded {'city': 'Vancouver', 'temp': 18, 'wind_speed': 3, 'humidity': 38} to database successfully
02/06/2024 02:19:01 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -11, 'wind_speed': 48, 'humidity': 72} to database successfully
02/06/2024 02:19:01 PM::INFO:loaded {'city': 'Vancouver', 'temp': 25, 'wind_speed': 20, 'humidity': 52} to database successfully
02/06/2024 02:19:06 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 25, 'wind_speed': 41, 'humidity': 33} to database successfully
02/06/2024 02:19:06 PM::INFO:loaded {'city': 'Vancouver', 'temp': -4, 'wind_speed': 19, 'humidity': 80} to database successfully
02/06/2024 02:19:11 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 16, 'wind_speed': 20, 'humidity': 70} to database successfully
02/06/2024 02:19:11 PM::INFO:loaded {'city': 'Vancouver', 'temp': -4, 'wind_speed': 14, 'humidity': 80} to database successfully
02/06/2024 02:19:16 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -30, 'wind_speed': 47, 'humidity': 62} to database successfully
02/06/2024 02:19:16 PM::INFO:loaded {'city': 'Vancouver', 'temp': -5, 'wind_speed': 24, 'humidity': 72} to database successfully
02/06/2024 02:19:21 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -24, 'wind_speed': 42, 'humidity': 59} to database successfully
02/06/2024 02:19:21 PM::INFO:loaded {'city': 'Vancouver', 'temp': 9, 'wind_speed': 27, 'humidity': 93} to database successfully
02/06/2024 02:19:26 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -6, 'wind_speed': 40, 'humidity': 27} to database successfully
02/06/2024 02:19:26 PM::INFO:loaded {'city': 'Vancouver', 'temp': 8, 'wind_speed': 20, 'humidity': 79} to database successfully
02/06/2024 02:19:31 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 9, 'wind_speed': 27, 'humidity': 51} to database successfully
02/06/2024 02:19:31 PM::INFO:loaded {'city': 'Vancouver', 'temp': 5, 'wind_speed': 2, 'humidity': 78} to database successfully
02/06/2024 02:19:36 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -19, 'wind_speed': 13, 'humidity': 55} to database successfully
02/06/2024 02:19:36 PM::INFO:loaded {'city': 'Vancouver', 'temp': -10, 'wind_speed': 13, 'humidity': 46} to database successfully
02/06/2024 02:19:41 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 19, 'wind_speed': 7, 'humidity': 61} to database successfully
02/06/2024 02:19:41 PM::INFO:loaded {'city': 'Vancouver', 'temp': 23, 'wind_speed': 24, 'humidity': 79} to database successfully
02/06/2024 02:19:46 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 0, 'wind_speed': 42, 'humidity': 58} to database successfully
02/06/2024 02:19:46 PM::INFO:loaded {'city': 'Vancouver', 'temp': 5, 'wind_speed': 4, 'humidity': 32} to database successfully
02/06/2024 02:19:51 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 24, 'wind_speed': 46, 'humidity': 67} to database successfully
02/06/2024 02:19:51 PM::INFO:loaded {'city': 'Vancouver', 'temp': -9, 'wind_speed': 15, 'humidity': 66} to database successfully
02/06/2024 02:19:56 PM::INFO:loaded {'city': 'Winnipeg', 'temp': -24, 'wind_speed': 6, 'humidity': 60} to database successfully
02/06/2024 02:19:56 PM::INFO:loaded {'city': 'Vancouver', 'temp': 2, 'wind_speed': 1, 'humidity': 53} to database successfully
02/06/2024 02:20:01 PM::INFO:loaded {'city': 'Winnipeg', 'temp': 23, 'wind_speed': 18, 'humidity': 34} to database successfully
